generation,x,prediction,slope,intercept
1,-3.0,-2.3387468814911885,0.8280676584346616,0.14545609381279645
1,-2.9495798319327733,-2.2969955709818777,0.8280676584346616,0.14545609381279645
1,-2.899159663865546,-2.255244260472567,0.8280676584346616,0.14545609381279645
1,-2.8487394957983194,-2.2134929499632565,0.8280676584346616,0.14545609381279645
1,-2.7983193277310923,-2.1717416394539453,0.8280676584346616,0.14545609381279645
1,-2.7478991596638656,-2.129990328944635,0.8280676584346616,0.14545609381279645
1,-2.697478991596639,-2.0882390184353246,0.8280676584346616,0.14545609381279645
1,-2.6470588235294117,-2.0464877079260133,0.8280676584346616,0.14545609381279645
1,-2.596638655462185,-2.004736397416703,0.8280676584346616,0.14545609381279645
1,-2.546218487394958,-1.9629850869073922,0.8280676584346616,0.14545609381279645
1,-2.495798319327731,-1.9212337763980818,0.8280676584346616,0.14545609381279645
1,-2.4453781512605044,-1.879482465888771,0.8280676584346616,0.14545609381279645
1,-2.3949579831932772,-1.8377311553794602,0.8280676584346616,0.14545609381279645
1,-2.3445378151260505,-1.7959798448701496,0.8280676584346616,0.14545609381279645
1,-2.2941176470588234,-1.7542285343608388,0.8280676584346616,0.14545609381279645
1,-2.2436974789915967,-1.7124772238515282,0.8280676584346616,0.14545609381279645
1,-2.19327731092437,-1.6707259133422177,0.8280676584346616,0.14545609381279645
1,-2.142857142857143,-1.6289746028329068,0.8280676584346616,0.14545609381279645
1,-2.092436974789916,-1.5872232923235963,0.8280676584346616,0.14545609381279645
1,-2.042016806722689,-1.5454719818142855,0.8280676584346616,0.14545609381279645
1,-1.9915966386554622,-1.5037206713049749,0.8280676584346616,0.14545609381279645
1,-1.9411764705882353,-1.4619693607956643,0.8280676584346616,0.14545609381279645
1,-1.8907563025210083,-1.4202180502863535,0.8280676584346616,0.14545609381279645
1,-1.8403361344537814,-1.378466739777043,0.8280676584346616,0.14545609381279645
1,-1.7899159663865545,-1.3367154292677321,0.8280676584346616,0.14545609381279645
1,-1.7394957983193278,-1.2949641187584215,0.8280676584346616,0.14545609381279645
1,-1.6890756302521008,-1.253212808249111,0.8280676584346616,0.14545609381279645
1,-1.638655462184874,-1.2114614977398002,0.8280676584346616,0.14545609381279645
1,-1.588235294117647,-1.1697101872304896,0.8280676584346616,0.14545609381279645
1,-1.53781512605042,-1.1279588767211788,0.8280676584346616,0.14545609381279645
1,-1.4873949579831933,-1.0862075662118682,0.8280676584346616,0.14545609381279645
1,-1.4369747899159664,-1.0444562557025576,0.8280676584346616,0.14545609381279645
1,-1.3865546218487395,-1.0027049451932468,0.8280676584346616,0.14545609381279645
1,-1.3361344537815125,-0.9609536346839362,0.8280676584346616,0.14545609381279645
1,-1.2857142857142856,-0.9192023241746254,0.8280676584346616,0.14545609381279645
1,-1.2352941176470589,-0.8774510136653149,0.8280676584346616,0.14545609381279645
1,-1.184873949579832,-0.8356997031560043,0.8280676584346616,0.14545609381279645
1,-1.134453781512605,-0.7939483926466936,0.8280676584346616,0.14545609381279645
1,-1.084033613445378,-0.7521970821373828,0.8280676584346616,0.14545609381279645
1,-1.0336134453781511,-0.7104457716280721,0.8280676584346616,0.14545609381279645
